path_id,delay_s,delay_ns,distance_m,real_coeff,imag_coeff,magnitude,phase_rad,phase_deg,channel_path_gain,channel_path_gain_db
1254,5.21643528372806e-07,521.6435546875,156.49305725097656,-3.8760905596291195e-09,4.010878296156761e-09,5.577743600326812e-09,2.339106321334839,134.0209197998047,3.111122236762993e-17,-165.07083129882812
1255,4.29780186550488e-07,429.7801818847656,128.93405151367188,-1.3012785871069354e-07,1.3662931053204375e-07,1.88681809731861e-07,2.331827163696289,133.60385131835938,3.5600825266284344e-14,-134.4853973388672
1256,1.1155647143823444e-06,1115.564697265625,334.6694030761719,-3.959412353538028e-08,-2.9912352594863023e-09,3.970695061639162e-08,-3.066188335418701,-175.6796417236328,1.5766419287889738e-15,-148.02267456054688
1257,9.726361440698383e-07,972.6361694335938,291.79083251953125,-3.60103022956082e-08,-1.272331076052069e-07,1.3223088046743214e-07,-1.8466089963912964,-105.80289459228516,1.7485006362704877e-14,-137.57333374023438
1258,5.214710654399823e-07,521.4710693359375,156.44131469726562,-7.588827899418504e-10,1.4752961075004123e-09,1.6590364637636412e-09,2.0458922386169434,117.22098541259766,2.7524019224444188e-18,-175.60287475585938
1259,9.72636257756676e-07,972.63623046875,291.7908630371094,-3.600920095436777e-08,-1.2723336340059177e-07,1.3223082362401328e-07,-1.8466004133224487,-105.80240631103516,1.7484991116111827e-14,-137.57334899902344
1260,9.907258800012642e-07,990.7258911132812,297.2177734375,-3.145754590150318e-08,-4.0645549148621285e-08,5.139686365396301e-08,-2.2294487953186035,-127.73799896240234,2.641637629195487e-15,-145.78126525878906
1261,9.726361440698383e-07,972.6361694335938,291.79083251953125,-3.6007680392913244e-08,-1.2723295128580503e-07,1.3223001360529452e-07,-1.846590280532837,-105.80182647705078,1.7484775969743224e-14,-137.57339477539062
1262,4.267670590252237e-07,426.7670593261719,128.03012084960938,5.882323603145778e-05,5.908715138502885e-06,5.911925109103322e-05,0.10011284798383713,5.736043453216553,3.4950857763504928e-09,-84.56542205810547
1263,5.216434715293872e-07,521.6434936523438,156.4930419921875,3.505385981483755e-10,1.9480332902332975e-09,1.979320707334864e-09,1.3927568197250366,79.79907989501953,3.9177106015568196e-18,-174.06967163085938
1264,1.685740016910131e-06,1685.739990234375,505.7220153808594,-3.028469564014813e-07,-3.5258509001323546e-08,3.048924952508969e-07,-3.025691032409668,-173.35931396484375,9.295943328253495e-14,-130.3170623779297
1265,5.216434715293872e-07,521.6434936523438,156.4930419921875,-3.876412080217051e-09,4.010540788357275e-09,5.577724504490789e-09,2.3391897678375244,134.02569580078125,3.111101060939312e-17,-165.07086181640625
1266,4.267670590252237e-07,426.7670593261719,128.03012084960938,5.8823243307415396e-05,5.908704679313814e-06,5.9119258366990834e-05,0.1001126617193222,5.736032485961914,3.4950866645289125e-09,-84.56542205810547
1267,1.0539783943386283e-06,1053.9783935546875,316.1935119628906,-2.376632446399185e-09,-8.163640430325358e-09,8.502553328071372e-09,-1.8540903329849243,-106.2315444946289,7.229341501520728e-17,-161.4090118408203
1268,1.053978508025466e-06,1053.978515625,316.19354248046875,-2.3766786316770094e-09,-8.163603126831731e-09,8.50252934725404e-09,-1.85409677028656,-106.2319107055664,7.229300473362345e-17,-161.40902709960938
1269,1.0539783943386283e-06,1053.9783935546875,316.1935119628906,-2.376937091597142e-09,-8.163615561329607e-09,8.502613724203911e-09,-1.8541254997253418,-106.23355865478516,7.229444071916685e-17,-161.40896606445312
1270,1.053978508025466e-06,1053.978515625,316.19354248046875,-2.376733698739031e-09,-8.16375411716308e-09,8.502690995726425e-09,-1.8540979623794556,-106.23197937011719,7.229575097325713e-17,-161.4088592529297
1271,5.216434715293872e-07,521.6434936523438,156.4930419921875,-3.875973764166929e-09,4.011126986114277e-09,5.577841299952979e-09,2.3390603065490723,134.01828002929688,3.11123142460385e-17,-165.0706787109375
1272,4.29780186550488e-07,429.7801818847656,128.93405151367188,-1.301263097275296e-07,1.366317832207642e-07,1.8868253448545147e-07,2.3318121433258057,133.6029815673828,3.5601099704959255e-14,-134.48536682128906
1273,1.0156144298889558e-06,1015.6144409179688,304.684326171875,-1.720263753668405e-08,-8.2736747231138e-08,8.450621891142873e-08,-1.7757956981658936,-101.74559020996094,7.141300896983116e-15,-141.4622344970703
1274,1.0989616612278041e-06,1098.961669921875,329.6885070800781,-1.6113945733309265e-09,-4.59202409430759e-09,4.866546721160603e-09,-1.908282995223999,-109.33655548095703,2.3683277778885428e-17,-166.25558471679688
1275,1.1155646006955067e-06,1115.5645751953125,334.66937255859375,-3.959411642995292e-08,-2.991229708371179e-09,3.9706943510964265e-08,-3.0661885738372803,-175.67965698242188,1.5766413993933818e-15,-148.02267456054688
1276,9.701219596536248e-07,970.1219482421875,291.0365905761719,-8.089908078545704e-06,-7.749787300781463e-07,8.1269436122966e-06,-3.046088218688965,-174.52798461914062,6.604720936831399e-11,-101.80145263671875
1277,9.701219596536248e-07,970.1219482421875,291.0365905761719,-8.089898983598687e-06,-7.749778774268634e-07,8.126934517349582e-06,-3.046088218688965,-174.52798461914062,6.6047063651542e-11,-101.80146026611328
1278,1.0539783943386283e-06,1053.9783935546875,316.1935119628906,-2.3768145229752236e-09,-8.16363510125484e-09,8.502598625170776e-09,-1.8541110754013062,-106.23273468017578,7.229418263881573e-17,-161.40896606445312
1279,1.632736598367046e-06,1632.736572265625,489.82098388671875,-6.432774171116762e-07,-3.741441290117109e-08,6.443645474973891e-07,-3.083495855331421,-176.67129516601562,4.152056573992341e-13,-123.81736755371094
1280,1.632736257306533e-06,1632.7362060546875,489.8208923339844,-6.432779287024459e-07,-3.741351761732403e-08,6.4436500224474e-07,-3.0834972858428955,-176.67137145996094,4.1520625371042896e-13,-123.8173599243164
1281,5.213055374042597e-07,521.3055419921875,156.39166259765625,-5.4161093387961046e-09,1.4661132308191327e-09,5.6110365243000615e-09,2.8772332668304443,164.8533172607422,3.148373157596461e-17,-165.01913452148438
1282,4.736261871585157e-07,473.6261901855469,142.08786010742188,5.522863499862751e-09,-3.373122892114111e-09,6.471474467417693e-09,-0.5482909083366394,-31.414752960205078,4.187998235999238e-17,-163.77992248535156
1283,3.773846799504099e-07,377.3846740722656,113.21540069580078,0.00015133441775105894,0.0,0.00015133441775105894,0.0,0.0,2.2902106877609185e-08,-76.4012451171875
1284,4.2664976263040444e-07,426.6497497558594,127.99492645263672,-2.932536744992831e-06,-8.838179610393126e-08,2.9338682452362264e-06,-3.1114635467529297,-178.27371215820312,8.607582528685764e-12,-110.65118408203125
1285,4.26649734208695e-07,426.64971923828125,127.99491882324219,-2.9325622108444804e-06,-8.838260612265003e-08,2.933893711087876e-06,-3.1114633083343506,-178.27371215820312,8.607732582266436e-12,-110.65110778808594
1286,4.2769158881128533e-07,427.69158935546875,128.30747985839844,-1.3143078092525684e-07,1.7350927805637184e-07,2.1766837221548485e-07,2.21907114982605,127.14340209960938,4.737951974113572e-14,-133.2440948486328
1287,4.276915603895759e-07,427.6915588378906,128.30746459960938,-1.3143500154910726e-07,1.7350697589790798e-07,2.176690827582206e-07,2.219092845916748,127.14464569091797,4.737982806112852e-14,-133.2440643310547
1288,4.7173176653814153e-07,471.7317810058594,141.51953125,4.984035939514797e-08,-3.1522393584282327e-08,5.897221910799999e-08,-0.5639510154724121,-32.31201171875,3.4777226756065255e-15,-144.58705139160156
1289,4.2873512029473204e-07,428.735107421875,128.6205291748047,-2.8752992875524797e-08,3.385859059790164e-08,4.442002676796619e-08,2.2748305797576904,130.3381805419922,1.9731386866734223e-15,-147.04843139648438
1290,4.287350634513132e-07,428.7350769042969,128.62051391601562,-2.87533357123948e-08,3.385903113439781e-08,4.4420584544013764e-08,2.2748301029205322,130.33815002441406,1.9731882381008366e-15,-147.04830932617188
1291,4.29780186550488e-07,429.7801818847656,128.93405151367188,-6.238264127489401e-09,6.548946274165246e-09,9.044591742224384e-09,2.3319029808044434,133.60818481445312,8.180464210080741e-17,-160.87220764160156
1292,4.2978024339390686e-07,429.7802429199219,128.93406677246094,-6.2379643672727525e-09,6.549079056838991e-09,9.044481608100341e-09,2.331868886947632,133.60623168945312,8.180265024989238e-17,-160.87232971191406
1293,4.7267806735362683e-07,472.6780700683594,141.8034210205078,1.1216332751473601e-08,-6.9859509288505706e-09,1.3213993454996853e-08,-0.55704265832901,-31.91619110107422,1.7460962167826762e-16,-157.57931518554688
1294,4.3082684442197205e-07,430.82684326171875,129.248046875,-1.3427666756271606e-09,1.2544369987210757e-09,1.8375621024802058e-09,2.390191078186035,136.94786071777344,3.3766343920930205e-18,-174.71514892578125
1295,4.3082684442197205e-07,430.82684326171875,129.248046875,-1.342799427206387e-09,1.254375159298604e-09,1.837543894822602e-09,2.390227794647217,136.949951171875,3.376567597258557e-18,-174.7152557373047
1296,4.26649734208695e-07,426.64971923828125,127.99491882324219,-6.0007645515725017e-05,-1.8083957229464431e-06,6.003488670103252e-05,-3.1114656925201416,-178.2738494873047,3.604187615025012e-09,-84.43192291259766
1297,4.26649734208695e-07,426.64971923828125,127.99491882324219,-6.0007634601788595e-05,-1.8083952681990922e-06,6.00348757870961e-05,-3.1114656925201416,-178.2738494873047,3.6041862827573823e-09,-84.43192291259766
1298,4.707874268206069e-07,470.78741455078125,141.23622131347656,1.9303502085676882e-06,2.2876507799196588e-08,1.9304857232782524e-06,0.011850407347083092,0.6789782643318176,3.726774965018276e-12,-114.28666687011719
1299,4.707874268206069e-07,470.78741455078125,141.23622131347656,1.930360895130434e-06,2.287605838091622e-08,1.9304964098409982e-06,0.011850109323859215,0.6789612174034119,3.726816598381699e-12,-114.28662109375
1300,4.799633757102129e-07,479.96337890625,143.989013671875,8.221380198847328e-07,6.766514104583621e-08,8.249178904407017e-07,0.08211877942085266,4.705059051513672,6.8048951890054e-13,-121.67178344726562
1301,4.799633757102129e-07,479.96337890625,143.989013671875,8.221348366532766e-07,6.766488525045133e-08,8.249147072092455e-07,0.08211879432201385,4.705060005187988,6.804842605200034e-13,-121.67182159423828
1302,9.70070459516137e-07,970.0704345703125,291.0211486816406,8.14914073998807e-06,5.252256300991576e-07,8.16604915598873e-06,0.06436263769865036,3.6877071857452393,6.668435942325246e-11,-101.75975799560547
1303,9.70070459516137e-07,970.0704345703125,291.0211486816406,8.149129826051649e-06,5.252249479781312e-07,8.16603824205231e-06,0.06436263769865036,3.6877071857452393,6.668417901201096e-11,-101.759765625
1304,4.276915603895759e-07,427.6915588378906,128.30746459960938,-2.7068310828326503e-06,3.5735506571654696e-06,4.48298987976159e-06,2.2190566062927246,127.14257049560547,2.00971982111664e-11,-106.96864318847656
1305,5.19591822012444e-07,519.591796875,155.87754821777344,-3.6292371419222036e-07,-1.2452992415035169e-08,3.6313730333858985e-07,-3.107293128967285,-178.03477478027344,1.318687048662906e-13,-128.798583984375
